Product Link,Brand Name,Product Type,Country of Origin,Model No.,Frame Size,Frame Width,Frame Dimensions,Frame colour,Weight,Weight Group,Material,Frame Material,Temple Material,Frame Style,Frame Style Secondary,Collection,Product Warranty,Gender,Height,Condition,Temple Colour,Prescription Type,Manufacturer Details,Suited For,Glass Color
https://www.lenskart.com/lenskart-blu-lb-e14058-c22-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E14058-H,"Wide
?",139 mm,49-21-150,Sky Blue,"22 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Sky Blue,,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-c35-eyeglasses.html,Lenskart Hustlr Screen Glasses,Eyeglasses,China,LB E14058-W,"Medium
?",139 mm,49-21-150,Jade Green,"22 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Jade Green,,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-c36-eyeglasses.html,Lenskart Hustlr Screen Glasses,Eyeglasses,India,LB E14058-W,"Medium
?",139 mm,49-21-150,Blue Lagoon,"22 gm
?","Average
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Blue Lagoon,No Power,,,
https://www.lenskart.com/lenskart-hustler-air-la-e14058-c37-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-W,"Medium
?",139 mm,49-21-150,Caribbean,"22 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Caribbean,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14060-c18-eyeglasses.html.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E14060,"Medium
?",137 mm,48-21-145,Orange Transparent,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Orange Transparent,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13529-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13529,"Medium
?",136 mm,49-22-147,Black,"21 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Standard,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Red,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/silver-transparent-full-rim-cat-eye-medium-size-52-john-jacobs-kat-eye-jj-e10227-c4-dup-eyeglasses.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E10227,"Medium
?",137 mm,52-17-140,Silver,"30 gm
?","Average
?",Italian Acetate (Vintage Premium),"Italian Acetate
?","Italian Acetate
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Transparent,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13529-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13529,"Medium
?",136 mm,49-22-147,,"21 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Standard,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Dark Gunmetal,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/matte-blue-red-full-rim-rectangle-medium-size-53-john-jacobs-tr-flex-jja-2237-c7-neweyeglasses.html,John Jacobs Screen Glasses,Eyeglasses,,JJ 2237,"Medium
?",135 mm,53-17-140,Sky Blue,"16 gm
?","Light
?",TR90,"TR90
?","TR90
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,32 mm,New,Red,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13476-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,VC E13476,"Medium
?",136 mm,52-17-144,Light Brown,"33 gm
?","Light
?",Cellulose Acetate,"Acetate
?","Cellulose Acetate
?",Standard,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Light Brown,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13529-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13529,"Medium
?",136 mm,49-22-147,Gold,"21 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Standard,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Golden Brown,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13529-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13529,"Medium
?",136 mm,49-22-147,Gray Transparent,"21 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Standard,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Dark Gunmetal,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/john-jacobs-jj-e15782-c2-eyeglasses.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E15782,"Wide
?",141 mm,49-19-145,Black,"46 gm
?","Above Average
?",Italian Acetate (Vintage Premium),"Italian Acetate
?","Acetate
?",Premium,Premium,Rich Acetate,"1 Year Manufacturer Warranty
?",Women,42 mm,New,Black,,,,
https://www.lenskart.com/john-jacobs-jj-e15780-c1-eyeglasses.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E15780,"Wide
?",141 mm,47-21-145,Black,"34 gm
?","Average
?",Italian Acetate (Vintage Premium),"Italian Acetate
?","Acetate
?",Premium,Premium,Rich Acetate,"1 Year Manufacturer Warranty
?",Women,41 mm,New,Transparent,,,,
https://www.lenskart.com/vincent-chase-vc-e13527-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13527,"Medium
?",137 mm,53-17-140,Light Gray,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Light green,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13526-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13526,"Medium
?",135 mm,51-17-135,Crystal Transparent,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Transparent,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13527-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13527,"Medium
?",137 mm,53-17-140,Black,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Black,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13527-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13527,"Medium
?",137 mm,53-17-140,Black,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Orange,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13528-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13528,"Medium
?",136 mm,51-18-135,Black,"14 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13528-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13528,"Medium
?",134 mm,51-18-135,Light Gray,"14 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13528-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13528,"Medium
?",134 mm,51-18-135,Gray Transparent,"14 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black Transparent,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13531-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13531,"Narrow
?",132 mm,49-21-148,Red,"21 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Standard,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Gold,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/vincent-chase-vc-e13528-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13528,"Medium
?",136 mm,51-18-135,Sky Blue,"14 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Navy Blue,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/lenskart-blu-lb-e13740-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13740,"Wide
?",139 mm,52-17-142,Gray Transparent,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13738-c8-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13738,"Medium
?",137 mm,52-15-142,Purple,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Purple,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Navy Blue,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13738-c7-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13738,"Medium
?",137 mm,52-15-142,Green Transparent,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Light Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13740-c6-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13740,"Wide
?",139 mm,52-17-142,Baby Pink,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Baby Pink,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13738-c6-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13738,"Medium
?",137 mm,52-15-142,Gray Transparent,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13740-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13740,"Wide
?",139 mm,52-17-142,Navy Blue,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13738-c9-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13738,"Medium
?",137 mm,52-15-142,Green Transparent,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Light Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Green Transparent,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Green Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13740-c7-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13740,"Wide
?",139 mm,52-17-142,Orange,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Orange,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c7-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Rose,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Baby Pink,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16050-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16050,"Medium
?",135 mm,53-17-145,Black,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16049-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16049,"Extra Wide
?",144 mm,55-19-148,Mid Gunmetal,"23 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16057-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16057,"Medium
?",137 mm,52-18-140,Blue,"31 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Women,43 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c6-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Purple,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Purple,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16050-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16050,"Medium
?",135 mm,53-17-145,Mid Gunmetal,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Dark Gunmetal,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16059-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16059,"Narrow
?",131 mm,48-19-140,Navy Blue,"24 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,46 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16048-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16048,"Wide
?",138 mm,57-13-145,Black,"19 gm
?","Light
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,46 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16051-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16051,"Narrow
?",131 mm,51-16-145,Navy Blue,"16 gm
?","Light
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Colorful,Colorful,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16060-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16060,"Narrow
?",131 mm,50-17-140,Black,"26 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16051-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16051,"Narrow
?",131 mm,51-16-145,Black,"16 gm
?","Light
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16061-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16061,"Narrow
?",131 mm,50-18-140,White Transparent,"28 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Pink Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16058-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16058,"Wide
?",139 mm,56-18-140,Demi,"30 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Dark Brown,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16063-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16063,"Wide
?",139 mm,52-19-140,Sky Blue,"29 gm
?","Average
?",Acetate (Vintage Regular),"Acetate
?","Acetate
?",Lenskart Blu Glasses,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Turquoise,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16058-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16058,"Wide
?",139 mm,56-18-140,Brown Transparent,"30 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Brown Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16061-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16061,"Narrow
?",131 mm,50-18-140,Blue Transparent,"29 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Blue Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16060-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16060,"Narrow
?",131 mm,50-17-140,Blue Transparent,"27 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Blue Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16063-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16063,"Wide
?",139 mm,52-19-140,Crystal Transparent,"29 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16217-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16217,"Wide
?",141 mm,55-16-145,Gray Transparent,"23 gm
?","Average
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16060-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16060,"Narrow
?",131 mm,50-17-140,Crystal Transparent,"26 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16062-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16062,"Wide
?",139 mm,52-18-145,Crystal,"29 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Pink Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16218-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16218,"Medium
?",136 mm,51-17-140,Sky Blue,"28 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16218-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16218,"Medium
?",136 mm,51-17-140,Crystal Transparent,"28 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Yellow,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16064-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16064,"Wide
?",139 mm,48-22-145,Crystal,"30 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16064-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16064,"Wide
?",139 mm,48-22-145,Black,"30 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16219-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16219,"Medium
?",134 mm,50-17-140,Crystal Transparent,"26 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16064-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16064,"Wide
?",139 mm,48-22-145,Tortoise,"30 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Turquoise,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16221-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E16221,"Medium
?",137 mm,51-17-142,Light Gray,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Red,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16221-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16221,"Medium
?",137 mm,51-17-142,Light Gray,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16220-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16220,"Wide
?",140 mm,54-17-142,Sky Blue,"22 gm
?","Average
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Orange,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16221-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16221,"Medium
?",137 mm,51-17-142,Sky Blue,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16226-cc3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16226,"Wide
?",141 mm,53-20-145,Gray Transparent,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16226-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16226,"Wide
?",141 mm,53-20-145,Crystal Transparent,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16222-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E16222,"Extra Narrow
?",129 mm,49-16-140,Green,"24 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Light Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16226-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16226,"Wide
?",141 mm,53-20-145,Blue Transparent,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Blue Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16224-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E16224,"Narrow
?",131 mm,50-17-140,Yellow,"23 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Light Green,No Power,,,
