Product Link,Brand Name,Product Type,Model No.,Frame Size,Frame Width,Frame Dimensions,Frame colour,Weight,Weight Group,Material,Frame Material,Temple Material,Prescription Type,Frame Style,Frame Style Secondary,Collection,Product Warranty,Gender,Height,Condition,Temple Colour,Country of Origin,Manufacturer Details,,Suited For,Glass Color,Lens Technology,Lens Material,Power
https://www.lenskart.com/vincent-chase-vc-e16002-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E16002,"Extra Wide
?",144 mm,55-16-145,Light Grey,"22 gm
?","Average
?",,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,47 mm,New,Silver,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13033-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13069,"Medium
?",134 mm,53-16-142,Sky Blue,"16 gm
?","Light
?",Ultem & Stainless Steel,"Ultem
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Sky Blue,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e15481-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E15481,"Medium
?",136 mm,53-15-145,Mid Gunmetal,"19 gm
?","Light
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Light Gunmetal,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17160-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17160,"Medium
?",136 mm,50-18-145,Purple,"12 gm
?","Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Purple,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16640-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16640,"Medium
?",134 mm,53-14-147,Pink,"15 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Rose Gold,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14107-c2-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14107,"Medium
?",135 mm,52-16-135,Tortoise,"20 gm
?","Light
?",Cellulose Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,Rectangle Cateye,Youth,VC Hybrid,"1 Year Manufacturer Warranty
?",Women,40 mm,New,Gold,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14973-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14973,"Narrow
?",132 mm,52-15-135,Brown Transparent,"21 gm
?","Average
?",Cellulose Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Youth,VC Hybrid,"1 Year Manufacturer Warranty
?",Women,41 mm,New,Brown Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14360-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14360,"Medium
?",136 mm,52-16-145,Gray Transparent,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Classic Round,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Light Gray,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e15305-c3-eyeglasses.html,Lenskart Air,Eyeglasses,LA E15305,"Medium
?",137 mm,52-19-145,Green Transparent,"18 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Light Gunmetal,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17142-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17142,"Medium
?",137 mm,52-16-148,Black,"24 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Gold,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e15389-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E15389,"Wide
?",138 mm,54-16-145,Blue Transparent,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13788-c3-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13788,"Narrow
?",131 mm,48-18-145,Dark Brown,"19 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14572-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14572,"Medium
?",137 mm,53-17-145,Sky Blue,"19 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Dark Gunmetal,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16644-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16644,"Narrow
?",133 mm,50-19-150,Brown Transparent,"19 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,FlatTop Round,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Golden Brown,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17198-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17198,"Extra Wide
?",142 mm,56-16-145,Black,"21 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14573-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14573,"Medium
?",136 mm,51-19-145,Gray Transparent,"17 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Silver,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e15069-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E15069,"Narrow
?",130 mm,47-18-145,Silver,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Classic Round,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13447-c6-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13447,"Extra Narrow
?",126 mm,49-16-140,Pink Transparent,"20 gm
?","Light
?",Cellulose Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Rectangle Cateye,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Pink Transparent,India,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16640-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16640,"Medium
?",134 mm,53-14-147,Crystal Transparent,"15 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14113-c1-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14113,"Extra Narrow
?",129 mm,51-18-145,Black,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16640-c3-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16640,"Medium
?",134 mm,53-14-147,Tortoise,"15 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Gold,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e15319-c2-eyeglasses.html,Lenskart Air,Clip-on Eyeglasses,LA E15319,"Wide
?",139 mm,52-17-145,Green Transparent,"26 gm
?","Average
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Gold,China,,,,Brown,,,
https://www.lenskart.com/vincent-chase-vc-e13029-n-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13029-N,"Narrow
?",132 mm,52-15-140,Purple,"20 gm
?","Light
?",Cellulose Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Classic Cateye,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Purple,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14101-c2-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14101,"Wide
?",138 mm,52-18-145,Pink Transparent,"17 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Round Cateye,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Women,42 mm,New,Pink Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13786-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13786,"Narrow
?",132 mm,49-20-146,Silver,"16 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13786-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13786,"Narrow
?",132 mm,49-20-146,Gold,"16 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14736-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14736,"Extra Wide
?",142 mm,56-16-145,Black,"16 gm
?","Light
?",TR90 & Ultem,"TR90
?","Ultem
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Black,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17739-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17739,"Extra Wide
?",144 mm,57-16-145,Black Transparent,"31 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e11484-c4-eyeglasses.html,Lenskart Air,Eyeglasses,LA E11484,"Extra Narrow
?",129 mm,49-17-145,Gray Transparent,"12 gm
?","Light
?",Ultem (Vintage Regular),"Ultem
?","Ultem
?",Bifocal / Progressive,Classic Cateye,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Women,34 mm,New,Light Gray,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13785-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13785,"Medium
?",136 mm,52-17-145,Dark Gunmetal,"17 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Dark Gunmetal,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e16692-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E16692,"Extra Narrow
?",129 mm,49-17-140,Gray Transparent,"20 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Standard,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,32 mm,New,Light Gray,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17022-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17022,"Medium
?",136 mm,51-18-145,Blue,"19 gm
?","Light
?",,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13517-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13517,"Medium
?",135 mm,54-16-148,Crystal Transparent,"17 gm
?","Light
?",TR90 & Acetate,"TR90
?","Acetate
?",Bifocal / Progressive,Light-Weight,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14209-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14209,"Narrow
?",132 mm,51-18-145,Dark Gunmetal,"43 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Dark Gunmetal,China,,,,,,,
https://www.lenskart.com/lenskar-air-la-e13776-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13776,"Medium
?",135 mm,51-17-142,Black,"13 gm
?","Light
?",Ultem (Vintage Regular),"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Black,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17745-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17745,"Wide
?",138 mm,50-20-145,Black Transparent,"32 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e11824-c4-eyeglasses.html,Lenskart Air,Eyeglasses,LA E11824,"Medium
?",135 mm,52-17-140,Crystal Transparent,"20 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Butterfly,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Women,44 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14936-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14936,"Medium
?",137 mm,51-19-149,Black,"21 gm
?","Average
?",,"Stainless Steel
?","Acetate
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Dark Gunmetal,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e15390-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E15390,"Narrow
?",133 mm,53-15-145,Crystal Transparent,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Crystal,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e11821-tortoise-eyeglasses.html,Lenskart Air,Eyeglasses,LA E11821,"Wide
?",138 mm,50-20-145,Black,"15 gm
?",,TR90 & Ultem,"Ultem
?","Stainless Steel
?",Bifocal / Progressive,,,AIR Classics,,Unisex,42 mm,New,Gold,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14938-c3-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14938,"Wide
?",139 mm,52-18-149,Black,"21 gm
?","Light
?",Stainless Steel & Cellulose Acetate,"Stainless Steel
?","Acetate
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14017-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14017,"Wide
?",139 mm,55-16-145,Gray Transparent,"19 gm
?","Light
?",,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Light Gunmetal,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13757-c3-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13757,"Medium
?",134 mm,54-17-140,Light Brown,"23 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Golden Brown,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13029-c2-eyeglasses.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13393-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13393-N,"Narrow
?",132 mm,52-17-135,Gold,"19 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Women,35 mm,New,Purple,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13784-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13784-M,"Medium
?",134 mm,51-18-148,Silver,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Classic Round,Youth,VC Trending,"1 Year Manufacturer Warranty
?",Unisex,47 mm,New,,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e12852-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E12852,"Medium
?",135 mm,52-16-140,Black,"14 gm
?","Light
?",Ultem (Vintage Regular),"Ultem
?","Ultem
?",Bifocal / Progressive,Standard,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e11824-full-rim-hexagonal-tr90-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E11824,"Medium
?",135 mm,52-17-140,,"20 gm
?","Light
?",,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Butterfly,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Women,44 mm,New,Gold,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13788-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13788,"Narrow
?",131 mm,48-18-145,Mid Gunmetal,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Dark Gunmetal,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14958-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14958,"Extra Wide
?",143 mm,58-13-140,Gray Transparent,"22 gm
?","Average
?",,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,49 mm,New,Gunmetal,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13784-n-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13784-N,"Narrow
?",131 mm,50-18-148,Purple,"16.6 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Classic Round,Youth,VC Trending,"1 Year Manufacturer Warranty
?",Women,46 mm,New,Silver,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17161-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17161,"Narrow
?",133 mm,51-16-145,Brown Transparent,"12 gm
?","Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Classic Cateye,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Women,38 mm,New,Baby Pink,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e16236-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E16236,"Narrow
?",132 mm,49-19-140,Pink,"20 gm
?","Light
?",Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Youth,VC Hybrid,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Baby Pink,China,,,,,,,
https://www.lenskart.com/vincent-chase-vce000414-c-2-eyeglasses.html,Vincent Chase,Eyeglasses,VCE000414,"Medium
?",134 mm,51-19-145,Gold,"17 gm
?",,Stainless Steel & TR90,"Metal
?","TR90
?",Bifocal / Progressive,,,VC SLEEK STEEL,"1 Year Manufacturer Warranty
?",Unisex,34 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e15846-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E15846,"Wide
?",139 mm,53-18-140,Black,"20 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16642-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16642,"Narrow
?",131 mm,52-16-145,Crystal Transparent,"16 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Silver,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13818-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13818,"Wide
?",139 mm,54-17-145,Mid Gunmetal,"24 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13069/w-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13069-W,"Wide
?",140 mm,56-16-145,Black,"18 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Black,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13029-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13029,"Medium
?",135 mm,52-17-140,Black,"20 gm
?","Light
?",Cellulose Acetate,"Acetate
?",,Bifocal / Progressive,Classic Cateye,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Women,38 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14017-c3-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14017,"Wide
?",139 mm,55-16-145,Black,"18 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17744-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17744,"Extra Wide
?",146 mm,56-17-145,Black Transparent,"37 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Black Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13035-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13071,"Medium
?",134 mm,49-18-142,Black,"15 gm
?","Light
?",Ultem & Stainless Steel,"Ultem
?","Stainless Steel
?",Bifocal / Progressive,FlatTop Round,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Red,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17890-light-grey-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17890,"Narrow
?",132 mm,52-16-145,Transparent,"17 gm
?",,TR90,"TR90 & Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Silver,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e11797-c3-eyeglasses.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14972-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14972,"Medium
?",137 mm,52-17-140,Crystal Transparent,"25 gm
?","Average
?",Cellulose Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Standard,Youth,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/lenskart-air-lenskart-air-la-e13646-full-rim-aviator-tr90-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13646,"Wide
?",141 mm,55-16-150,Black,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Youth,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,48 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e18170-pink-eyeglasses.html,Lenskart Air,Eyeglasses,LA E18170,"Medium
?",135 mm,53-14-145,Pink,"19 gm
?","Light
?",TR90 & Stainless Steel,,"Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Pink,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14736-m-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14736M,"Medium
?",136 mm,54-16-145,Navy Blue,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/vincent-chase-vce000095-c8-eye.html,Vincent Chase,Eyeglasses,VCE000095,"Extra Wide
?",142 mm,53-20-145,Black,"33 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Transparent,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14937-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14937,"Wide
?",139 mm,53-17-149,Mid Gunmetal,"22 gm
?","Average
?",Stainless Steel & Cellulose Acetate,"Stainless Steel
?","Acetate
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Navy Blue,China,,,,,,,
https://www.lenskart.com/vincent-chase-vce000414-c-1-eyeglasses.html,Vincent Chase,Eyeglasses,VCE000414,"Medium
?",134 mm,51-19-145,Mid Gunmetal,"17 gm
?",,Stainless Steel & TR90,"Metal
?","TR90
?",Bifocal / Progressive,,,VC SLEEK STEEL,"1 Year Manufacturer Warranty
?",Unisex,34 mm,New,Black,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14363-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14363,"Wide
?",141 mm,55-15-145,Sky Blue,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,34 mm,New,Navy Blue,China,,,,,,,
